ID,STATUS
5028556,C
5028557,C
5028558,C
5028559,C
5028561,C
5028562,C
5028563,C
5028564,X
5028565,0
5028567,C
5028568,C
5028569,X
5028572,C
5028573,0
5028574,C
5028575,C
5028576,X
5028577,0
5028578,C
5028580,5
5028582,1
5028590,C
5028591,C
5028594,X
5028595,X
5028599,X
5028600,X
5028601,C
5028602,0
5028606,C
5028607,0
5028610,C
5028611,C
5028612,C
5028615,C
5028616,0
5028617,X
5028621,C
5028622,C
5028624,0
5028625,C
5028626,0
5028627,X
5028628,C
5028629,0
5028631,C
5028637,C
5028638,C
5028639,0
5028640,C
5028641,0
5028643,C
5028644,0
5028645,C
5028646,C
5028652,0
5028654,X
5028669,0
5028673,0
5028674,X
5028675,X
5028682,0
5028684,0
5028685,0
5028686,0
5028687,0
5028688,C
5028689,C
5028691,0
5028692,0
5028695,C
5028696,C
5028697,X
5028698,0
5028699,X
5028700,C
5028701,C
5028702,C
5028703,C
5028706,C
5028707,C
5028710,C
5028714,C
5028716,1
5028720,C
5028722,0
5028724,C
5028725,C
5028727,C
5028728,C
5028729,C
5028730,C
5028731,C
5028732,C
5028735,C
5028736,C
5028737,C
5028738,C
5028739,C
5028740,X
5028741,X
5028742,0
5028743,C
5028744,0
5028745,C
5028746,0
5028748,C
5028751,C
5028759,0
5028761,C
5028762,C
5028764,C
5028767,X
5028768,X
5028769,0
5028770,1
5028771,0
5028772,0
5028773,C
5028775,C
5028776,C
5028777,0
5028778,0
5028779,C
5028784,0
5028785,0
5028787,0
5028789,0
5028790,0
5028791,0
5028792,C
5028793,0
5028794,C
5028795,C
5028798,0
5028799,X
5028800,X
5028801,0
5028802,0
5028803,1
5028804,C
5028805,C
5028808,C
5028809,C
5028810,0
5028812,0
5028813,0
5028814,0
5028815,0
5028819,0
5028821,0
5028823,C
5028824,0
5028825,X
5028832,X
5028833,0
5028834,C
5028836,0
5028842,0
5028844,C
5028846,C
5028847,C
5028849,0
5028850,C
5028851,C
5028853,C
5028854,C
5028861,C
5028863,C
5028864,C
5028865,C
5028866,C
5028868,C
5028869,C
5028872,C
5028873,X
5028874,0
5028877,0
5028879,0
5028880,X
5028883,C
5028884,C
5028886,C
5028888,0
5028891,C
5028892,X
5028893,C
5028894,0
5028895,C
5028896,0
5028900,C
5028901,C
5028902,C
5028903,C
5028904,C
5028905,C
5028906,C
5028907,C
5028908,C
5028911,0
5028918,C
5028920,0
5028921,X
5028922,0
5028923,C
5028924,C
5028925,X
5028926,C
5028927,C
5028929,C
5028930,C
5028932,C
5028933,C
5028940,C
5028941,C
5028944,0
5028945,C
5028946,C
5028947,C
5028948,0
5028949,X
5028950,0
5028951,0
5028952,C
5028954,C
5028955,X
5028957,0
5028963,C
5028964,C
5028965,C
5028967,X
5028968,C
5028969,C
5028971,C
5028973,C
5028974,C
5028977,C
5028978,0
5028979,C
5028980,0
5028981,C
5028982,C
5028983,C
5028986,C
5028987,C
5028988,0
5028990,C
5028992,C
5028993,C
5028995,X
5028996,0
5028997,C
5028998,C
5028999,C
5029000,C
5029005,1
5029006,C
5029008,1
5029009,C
5029010,C
5029013,0
5029014,C
5029018,C
5029019,0
5029024,C
5029025,X
5029026,C
5029028,5
5029031,C
5029032,0
5029035,C
5029036,0
5029037,0
5029038,X
5029040,X
5029041,C
5029042,X
5029043,C
5029044,X
5029045,C
5029048,X
5029051,C
5029052,C
5029053,C
5029054,0
5029057,C
5029058,0
5029059,C
5029060,C
5029061,C
5029062,C
5029063,C
5029068,0
5029069,C
5029071,C
5029072,X
5029073,0
5029074,C
5029076,C
5029078,C
5029079,0
5029080,C
5029081,C
5029082,C
5029083,X
5029085,C
5029088,0
5029089,1
5029090,C
5029091,0
5029097,C
5029103,C
5029107,C
5029109,0
5029110,0
5029111,X
5029112,C
5029113,X
5029116,X
5029117,X
5029118,C
5029121,X
5029122,C
5029125,C
5029128,C
5029129,C
5029131,0
5029132,0
5029133,C
5029136,X
5029137,C
5029138,0
5029139,C
5029141,C
5029142,C
5029144,0
5029151,0
5029152,0
5029157,0
5029158,C
5029159,C
5029163,X
5029168,C
5029171,X
5029172,C
5029175,C
5029176,C
5029177,X
5029178,C
5029180,0
5029181,C
5029182,C
5029187,C
5029188,C
5029190,0
5029191,C
5029193,X
5029194,C
5029195,X
5029196,C
5029198,C
5029199,0
5029203,C
5029205,X
5029207,C
5029211,0
5029212,C
5029214,X
5029216,X
5029220,C
5029222,0
5029223,0
5029225,C
5029227,C
5029230,C
5029231,C
5029232,0
5029234,C
5029236,C
5029237,C
5029238,C
5029240,C
5029243,C
5029247,C
5029248,X
5029252,C
5029253,C
5029254,0
5029255,C
5029257,C
5029259,X
5029262,C
5029263,C
5029265,C
5029267,C
5029268,C
5029269,C
5029271,0
5029272,C
5029273,0
5029274,C
5029275,C
5029276,0
5029277,C
5029279,0
5029282,X
5029283,C
5029284,X
5029286,X
5029288,X
5029294,0
5029295,0
5029296,C
5029297,X
5029298,0
5029300,X
5029304,X
5029305,0
5029306,0
5029308,C
5029309,X
5029311,5
5029312,C
5029313,0
5029314,C
5029316,C
5029317,X
5029321,0
5029322,C
5029327,C
5029329,C
5029330,C
5029331,0
5029338,C
5029344,C
5029346,C
5029350,0
5029351,0
5029352,0
5029354,C
5029356,C
5029357,X
5029359,X
5029362,C
5029363,X
5029364,C
5029366,C
5029367,0
5029368,X
5029369,X
5029373,C
5029374,C
5029376,X
5029377,0
5029378,0
5029380,C
5029381,C
5029382,C
5029389,0
5029393,C
5029394,C
5029397,0
5029398,0
5029400,0
5029401,C
5029408,X
5029409,X
5029411,X
5029412,C
5029417,X
5029418,0
5029419,0
5029420,X
5029421,X
5029422,0
5029423,0
5029424,0
5029428,C
5029429,0
5029430,X
5029431,C
5029433,C
5029435,C
5029436,C
5029437,C
5029438,C
5029439,X
5029440,X
5029441,0
5029447,C
5029448,C
5029449,C
5029450,C
5029451,C
5029452,C
5029456,C
5029457,C
5029459,C
5029460,0
5029461,C
5029464,0
5029465,C
5029470,0
5029471,C
5029472,C
5029474,C
5029478,C
5029481,0
5029485,C
5029487,X
5029488,C
5029489,C
5029490,X
5029491,C
5029492,C
5029499,X
5029501,0
5029502,C
5029503,C
5029504,C
5029505,1
5029506,0
5029507,1
5029512,C
5029513,C
5029514,C
5029516,0
5029517,C
5029521,C
5029528,X
5029529,C
5029531,C
5029533,C
5029535,C
5029537,0
5029538,0
5029540,C
5029541,C
5029544,0
5029546,X
5029549,X
5029551,C
5029552,X
5029554,C
5029555,C
5029558,0
5029561,0
5029562,C
5029565,C
5029566,C
5029567,0
5029568,X
5029572,X
5029574,0
5029576,0
5029577,0
5029579,C
5029580,X
5029581,0
5029582,X
5029583,0
5029587,0
5029590,0
5029591,C
5029593,0
5029594,X
5029596,X
5029597,0
5029599,C
5029603,C
5029604,C
5029605,0
5029608,C
5029610,C
5029613,C
5029614,C
5029617,C
5029618,0
5029619,0
5029620,C
5029622,0
5029624,X
5029626,0
5029627,0
5029628,0
5029630,0
5029631,C
5029632,C
5029633,C
5029634,C
5029636,C
5029637,C
5029639,0
5029641,0
5029642,X
5029643,C
5029645,C
5029647,C
5029648,C
5029649,0
5029650,C
5029652,C
5029654,C
5029655,C
5029657,0
5029659,C
5029660,C
5029661,C
5029662,C
5029663,C
5029664,C
5029665,C
5029668,C
5029669,C
5029671,C
5029673,C
5029675,0
5029676,0
5029679,C
5029680,C
5029681,C
5029682,0
5029687,0
5029688,0
5029689,X
5029690,C
5029691,0
5029693,C
5029698,C
5029699,0
5029701,0
5029705,X
5029706,C
5029707,X
5029708,C
5029709,X
5029710,X
5029718,C
5029719,C
5029720,C
5029722,C
5029723,C
5029725,C
5029728,X
5029732,C
5029733,0
5029734,X
5029737,C
5029740,C
5029742,C
5029743,0
5029744,C
5029746,0
5029748,C
5029751,0
5029752,0
5029760,0
5029762,C
5029764,0
5029770,C
5029771,X
5029775,C
5029776,0
5029777,0
5029778,X
5029779,X
5029780,C
5029781,X
5029782,C
5029783,1
5029784,C
5029785,C
5029786,C
5029794,C
5029795,C
5029802,X
5029804,C
5029805,X
5029806,X
5029808,C
5032275,X
5032276,X
5032277,0
5032278,X
5032279,X
5032280,C
5032281,X
5032286,C
5032287,C
5032292,C
5032294,C
5032295,0
5033412,C
5033415,C
5033416,C
5033420,C
5033424,0
5033426,C
5033427,X
5033428,C
5033430,C
5033431,C
5033432,0
5033434,C
5033435,1
5033436,C
5033437,C
5033439,0
5033441,X
5033442,C
5033443,X
5033445,0
5033452,C
5033453,5
5033454,X
5033457,C
5033460,X
5033461,C
5033462,C
5033463,0
5033464,C
5033467,C
5033468,C
5033469,0
5033471,0
5033472,0
5033474,X
5033475,0
5033476,C
5033477,C
5033478,C
5033480,C
5033481,C
5033484,0
5033491,0
5033493,C
5033495,X
5033496,0
5033499,0
5033500,C
5033501,X
5033505,0
5033507,C
5033509,0
5033511,C
5033513,0
5033514,5
5033515,X
5033519,0
5033521,C
5033522,C
5033524,C
5033525,0
5033526,C
5033533,X
5033534,0
5033535,C
5033536,X
5033538,C
5033539,C
5033540,C
5033541,C
5033544,X
5033547,X
5033548,X
5033551,C
5033554,0
5033558,X
5033564,X
5033565,C
5033566,X
5033567,C
5033569,C
5033572,C
5033575,X
5033576,0
5033577,C
5033578,C
5033581,0
5033582,C
5033584,C
5033585,0
5033586,0
5033587,0
5033588,0
5033591,X
5033592,C
5033595,C
5033596,0
5033597,X
5033598,C
5033599,0
5033600,C
5033603,X
5033606,X
5033607,C
5033608,C
5033610,C
5033611,0
5033612,0
5033613,C
5033614,C
5033615,0
5033617,C
5033618,C
5033619,C
5033620,X
5033623,0
5033624,C
5033625,C
5033626,C
5033628,0
5033629,C
5033632,0
5033633,C
5033634,0
5033637,0
5033638,X
5033639,X
5033641,C
5033642,C
5033643,0
5033644,C
5033645,X
5033647,0
5033648,C
5033652,0
5033654,C
5033655,C
5033659,0
5033662,C
5033663,C
5033664,C
5033665,C
5033666,C
5033669,C
5033670,X
5033672,X
5033674,C
5033677,C
5033679,C
5033680,0
5033686,C
5033690,0
5033691,X
5033693,0
5033694,0
5033696,X
5033697,C
5033698,X
5033702,C
5033703,C
5033704,X
5033705,C
5033706,C
5033707,C
5033709,0
5033710,C
5033711,0
5033712,0
5033713,C
5033714,C
5033717,0
5033722,0
5033723,0
5033724,X
5033728,0
5033731,X
5033732,0
5033733,0
5033734,C
5033737,C
5033739,0
5033740,X
5033741,C
5033743,X
5033744,X
5033745,X
5033746,C
5033749,0
5033751,0
5033753,C
5033755,X
5033756,C
5033758,0
5033764,0
5033769,C
5033770,C
5033772,X
5033773,1
5033777,X
5033780,C
5033781,C
5033782,C
5033783,0
5033784,C
5033785,C
5033787,C
5033789,C
5033792,0
5033794,0
5033796,0
5033798,0
5033800,X
5033803,C
5033806,C
5033807,C
5033811,0
5033813,C
5033814,C
5033817,C
5033818,C
5033821,C
5033823,C
5033824,C
5033826,0
5033828,C
5033829,0
5033831,X
5033835,C
5033836,C
5033837,X
5033839,C
5033847,C
5033854,0
5033855,C
5033856,C
5033857,C
5033859,0
5033862,X
5033863,0
5033865,C
5033866,0
5033869,0
5033870,0
5033871,X
5033873,C
5033874,C
5033878,X
5033879,X
5033880,0
5033882,C
5033885,C
5033886,1
5033887,C
5033889,C
5033890,0
5033892,C
5033893,C
5033894,X
5033895,C
5033897,C
5033899,C
5033900,0
5033902,C
5033903,0
5033905,0
5033906,C
5033907,C
5033909,1
5033910,X
5033912,C
5033916,X
5033917,C
5033919,C
5033921,C
5033924,C
5033925,C
5033926,C
5033927,C
5033933,C
5033939,X
5033941,C
5033942,0
5033943,C
5033944,C
5033945,C
5033950,0
5033951,C
5033954,X
5033956,C
5033960,C
5033961,C
5033962,C
5033964,X
5033968,C
5033969,0
5033970,C
5033972,C
5033976,C
5033977,C
5033981,C
5033982,0
5033983,0
5033985,0
5033986,C
5033992,C
5033993,C
5033994,0
5033999,C
5034001,C
5034006,X
5034007,X
5034015,C
5034017,C
5034019,0
5034021,C
5035415,0
5035431,C
5035432,X
5035438,0
5035450,0
5035452,0
5035487,C
5035491,C
5035496,X
5035515,C
5035517,0
5035537,X
5035578,X
5035590,C
5035618,C
5035619,C
5035627,X
5035638,0
5035688,0
5035701,C
5035702,0
5035711,C
5035738,C
5035739,C
5035740,C
5035741,C
5035742,C
5035788,X
5035797,0
5035835,0
5035848,C
5035850,0
5035851,C
5035852,C
5035857,C
5035858,C
5035859,C
5035862,0
5035867,C
5035868,C
5035873,0
5035887,C
5035888,C
5035889,0
5035943,C
5035944,0
5035948,0
5035958,0
5035982,0
5035991,0
5035992,0
5035997,C
5036012,X
5036034,X
5036035,X
5036036,X
5036064,C
5036067,0
5036085,X
5036087,0
5036091,0
5036097,X
5036110,X
5036131,0
5036132,0
5036134,C
5036135,0
5036144,0
5036156,X
5036180,0
5036188,0
5036191,0
5036208,0
5036242,X
5036243,X
5036256,X
5036274,0
5036275,0
5036277,0
5036278,0
5036280,C
5036294,X
5036295,0
5036296,C
5036297,C
5036326,X
5036355,0
5036356,X
5036360,X
5036396,0
5036397,0
5036398,0
5036399,X
5036401,0
5036403,0
5036404,0
5036405,1
5036408,0
5036409,0
5036412,X
5036413,X
5036452,0
5036453,0
5036454,0
5036455,C
5036459,1
5036460,0
5036462,C
5036464,C
5036465,C
5036468,C
5036469,C
5036472,C
5036473,C
5036474,C
5036475,C
5036478,C
5036479,C
5036480,C
5036483,C
5036484,X
5036485,X
5036488,0
5036489,C
5036490,X
5036492,C
5036496,C
5036498,0
5036499,0
5036501,C
5036504,0
5036509,0
5036511,X
5036513,0
5036514,C
5036515,0
5036517,C
5036519,C
5036520,0
5036521,0
5036523,C
5036525,0
5036526,X
5036527,X
5036530,C
5036532,C
5036533,C
5036534,0
5036536,C
5036538,X
5036539,X
5036540,X
5036541,C
5036544,C
5036547,C
5036549,0
5036552,C
5036553,C
5036554,C
5036556,C
5036557,0
5036558,X
5036560,C
5036562,C
5036564,0
5036565,X
5036567,0
5036570,X
5036572,X
5036574,C
5036575,C
5036576,0
5036580,0
5036582,0
5036585,0
5036586,X
5036588,0
5036589,0
5036590,5
5036592,X
5036593,C
5036595,0
5036599,C
5036600,C
5036604,X
5036605,X
5036607,C
5036609,C
5036610,C
5036611,C
5036612,X
5036613,0
5036614,0
5036615,C
5036619,C
5036621,0
5036625,X
5036626,0
5036627,C
5036628,C
5036629,X
5036630,X
5036631,0
5036633,X
5036634,0
5036639,C
5036640,C
5036641,C
5036642,C
5036644,C
5036645,C
5036647,C
5036648,C
5036651,0
5036654,C
5036655,C
5036657,C
5036660,4
5036662,X
5036665,X
5036668,0
5036669,C
5036671,C
5036674,0
5036676,C
5036677,C
5036679,X
5036680,0
5036681,C
5036682,X
5036684,C
5036687,C
5036688,C
5036690,X
5036691,X
5036693,0
5036694,0
5036695,C
5036697,0
5036699,C
5036702,X
5036704,0
5036708,C
5036710,C
5036711,C
5036712,C
5036714,X
5036715,0
5036718,C
5036719,C
5036720,0
5036721,0
5036724,C
5036726,C
5036727,C
5036728,C
5036729,0
5036732,X
5036735,C
5036737,X
5036739,X
5036742,C
5036743,C
5036745,C
5036751,C
5036753,X
5036754,0
5036756,C
5036757,X
5036758,X
5036761,C
5036762,C
5036765,0
5036766,C
5036767,0
5036770,X
5036780,X
5036781,0
5036785,C
5036788,C
5036792,0
5036793,C
5036794,C
5036795,C
5036796,C
5036797,C
5036807,C
5036808,C
5036809,C
5036815,C
5036816,0
5036822,X
5036827,C
5036828,0
5036830,C
5036831,C
5036834,C
5036836,X
5036837,C
5036839,C
5036842,C
5036843,C
5036846,X
5036847,X
5036848,0
5036849,0
5036851,C
5036853,C
5036854,C
5036855,C
5036857,0
5036859,C
5036860,C
5036861,C
5036862,C
5036870,C
5036871,C
5036873,C
5036875,C
5036876,C
5036879,C
5036880,C
5036881,C
5036883,0
5036884,C
5036886,0
5036887,X
5036889,X
5036890,X
5036895,X
5036898,C
5036900,0
5036902,C
5036903,X
5036906,C
5036907,C
5036908,0
5036909,X
5036914,X
5036915,C
5036921,C
5036924,1
5036926,C
5036931,X
5036934,C
5036936,0
5036939,C
5036943,X
5036944,C
5036945,C
5036946,0
5036947,C
5036948,C
5036949,C
5036950,0
5036957,C
5036958,C
5036960,C
5036961,C
5036962,X
5036963,0
5036968,0
5036969,C
5036970,C
5036971,0
5036972,0
5036974,X
5036976,C
5036978,0
5036980,C
5036981,C
5036982,0
5036983,C
5036984,0
5036985,X
5036986,X
5036987,0
5036989,C
5036990,C
5036992,X
5036993,X
5036994,C
5036995,0
5036996,C
5036999,C
5037000,X
5037001,X
5037002,C
5037003,0
5037004,C
5037005,X
5037007,C
5037008,C
5037010,0
5037013,0
5037017,X
5037019,0
5037020,0
5037021,C
5037023,C
5037026,C
5037028,C
5037032,X
5037034,X
5037037,C
5037039,C
5037041,0
5037042,C
5037043,0
5037046,C
5037047,C
5037048,0
5037050,C
5037053,X
5037054,0
5037058,C
5037059,0
5037061,C
5037062,C
5037063,C
5037064,C
5037065,C
5037068,C
5037069,X
5037070,X
5037078,X
5037080,0
5037088,0
5037091,0
5037096,X
5037101,X
5037103,0
5037105,X
5037107,X
5037109,X
5037113,C
5037120,C
5037124,C
5037125,C
5037134,0
5037137,0
5037138,C
5037142,0
5037143,0
5037149,X
5037153,C
5037156,C
5037157,C
5037159,C
5037161,C
5037163,C
5037165,X
5037169,C
5037170,C
5037172,C
5037179,C
5037180,C
5037181,X
5037186,0
5037187,X
5037193,0
5037195,C
5037197,0
5037200,C
5037201,C
5037202,0
5037203,X
5037205,X
5037207,C
5037208,0
5037209,X
5037212,C
5037217,0
5037218,C
5037220,C
5037222,0
5037223,0
5037225,0
5037227,C
5037228,C
5037229,C
5037230,0
5037231,0
5037232,0
5037234,C
5037235,C
5037238,X
5037239,X
5037243,0
5037245,X
5037247,0
5037250,C
5037251,C
5037253,C
5037254,C
5037257,C
5037259,C
5037261,C
5037264,C
5037265,0
5037266,0
5037268,X
5037269,C
5037270,0
5037273,1
5037279,C
5037281,C
5037283,C
5037284,C
5037286,0
5037287,C
5037288,C
5037290,C
5037292,X
5037293,X
5037296,C
5037298,C
5037299,0
5037301,C
5037302,X
5037303,C
5037304,C
5037305,C
5037306,C
5037307,0
5038504,0
5038505,X
5038506,C
5038511,C
5038513,C
5038514,0
5038516,C
5038517,C
5038518,C
5038519,0
5038521,0
5038526,X
5038528,C
5038530,C
5038531,C
5038533,0
5038535,C
5038537,0
5038538,0
5038540,C
5038542,C
5038545,C
5038547,C
5038548,C
5038549,C
5038550,C
5038553,0
5038555,C
5038556,C
5038557,0
5038562,X
5038564,X
5038568,1
5038569,1
5038570,0
5038571,C
5038573,C
5038579,C
5038580,C
5038582,C
5038583,C
5038586,C
5038587,C
5038588,X
5038589,C
5038591,C
5038592,C
5038593,C
5038594,X
5038596,C
5038598,C
5038601,C
5038604,C
5038609,C
5038611,C
5038613,C
5038615,0
5038616,0
5038619,C
5038623,C
5038624,0
5038625,X
5038626,C
5038627,C
5038628,C
5038630,C
5038631,0
5038632,C
5038634,C
5038637,C
5038642,C
5038643,0
5038644,C
5038646,X
5038647,C
5038648,C
5038649,C
5038651,X
5038652,C
5038653,C
5038654,C
5038655,C
5038657,C
5038658,C
5038659,C
5038660,C
5038661,C
5038663,C
5038666,0
5038667,C
5038668,C
5038669,0
5038670,C
5038671,0
5038673,C
5038674,C
5038675,X
5038677,C
5038678,C
5038683,0
5038685,0
5038688,C
5038691,C
5038693,0
5038700,C
5038706,0
5038707,C
5038708,0
5038709,0
5038710,0
5038711,C
5038712,C
5038713,C
5038714,0
5038715,C
5038716,C
5038717,0
5038718,X
5038719,C
5038720,C
5038721,C
5038722,0
5038723,C
5038724,0
5038727,0
5038728,C
5038731,C
5038733,0
5038734,0
5038735,0
5038738,C
5038741,0
5038745,0
5038748,C
5038749,0
5038750,X
5038754,C
5038755,0
5038757,0
5038758,0
5038759,0
5038760,C
5038763,C
5038764,C
5038765,C
5038768,C
5038769,C
5038770,C
5038772,C
5038773,0
5038775,C
5038776,C
5038777,C
5038778,X
5038779,C
5038780,X
5038781,0
5038782,C
5038783,C
5038785,C
5038786,0
5038788,C
5038789,X
5038791,X
5038792,C
5038793,X
5038794,X
5038795,X
5038800,C
5038803,C
5038804,0
5038807,5
5038809,0
5038810,C
5038811,0
5038813,C
5038814,0
5038815,0
5038817,0
5038818,C
5038819,0
5038821,C
5038822,0
5038823,0
5038826,C
5038827,0
5038830,C
5038831,C
5038832,X
5038837,0
5038838,0
5038839,X
5038840,C
5038844,C
5038846,C
5038847,C
5038848,C
5038849,0
5038852,C
5038856,C
5038858,C
5038860,C
5038861,C
5038863,X
5038864,X
5038865,0
5038867,X
5038869,X
5038872,X
5038873,X
5038875,C
5038876,X
5038877,C
5038882,C
5038887,X
5038890,X
5038894,C
5038897,C
5038899,X
5038900,X
5038909,X
5038911,X
5038917,X
5038918,C
5038919,X
5038920,X
5038925,C
5038927,C
5038929,0
5038930,C
5038932,C
5038933,C
5038937,C
5038938,C
5038939,X
5041055,C
5041057,C
5041058,C
5041059,0
5041060,X
5041068,C
5041069,0
5041070,C
5041071,0
5041072,C
5041073,0
5041076,0
5041077,X
5041081,X
5041086,C
5041089,C
5041090,X
5041099,C
5041101,X
5041102,C
5041105,X
5041106,X
5041107,C
5041108,C
5041109,C
5041110,0
5041111,0
5041115,0
5041116,C
5041124,C
5041126,C
5041127,C
5041129,X
5041130,C
5041131,C
5041132,0
5041133,0
5041135,C
5041136,0
5041141,C
5041142,C
5041147,C
5041148,C
5041152,0
5041153,X
5041154,C
5041158,X
5041160,C
5041164,0
5041167,0
5041170,0
5041173,C
5041174,0
5041175,C
5041176,0
5041177,C
5041179,C
5041181,0
5041203,0
5041204,0
5041205,C
5041208,C
5041210,X
5041212,C
5041213,C
5041216,C
5041220,C
5041221,C
5041228,0
5041229,C
5041230,C
5041233,0
5041239,0
5041240,0
5041241,X
5041243,X
5041245,C
5041247,C
5041258,C
5041259,X
5041260,C
5041261,C
5041263,X
5041264,C
5041265,C
5041266,C
5041268,0
5041269,0
5041273,0
5041276,X
5041277,X
5041278,X
5041279,X
5041280,X
5041282,X
5041283,X
5041284,X
5041285,X
5041286,C
5041303,C
5041305,1
5041307,0
5041323,0
5041324,X
5041325,C
5041326,C
5041327,0
5041330,X
5041331,X
5041332,X
5041333,1
5041334,X
5041338,X
5041339,X
5041342,X
5041345,X
5041346,X
5041353,0
5041354,0
5041356,C
5041360,C
5041363,X
5041364,X
5041365,X
5041367,C
5041370,X
5041371,X
5041376,0
5041378,0
5041386,C
5041387,C
5041388,0
5041389,C
5041390,C
5041392,C
5041394,C
5041395,C
5041399,C
5041400,C
5041401,0
5041402,C
5041403,0
5041407,X
5041415,0
5041416,X
5041417,C
5041418,X
5041419,X
5041425,X
5041426,C
5041427,C
5041429,C
5041430,X
5041432,C
5041434,C
5041435,C
5041436,C
5041439,C
5041440,C
5041441,0
5041444,C
5041446,0
5041449,C
5041459,0
5041460,X
5041463,C
5041464,C
5041466,X
5041467,X
5041469,X
5041473,0
5041474,0
5041479,X
5041482,X
5041483,C
5041484,X
5041485,C
5041488,X
5041493,C
5041495,0
5041496,C
5041498,C
5041499,C
5041500,X
5041506,X
5041508,X
5041509,X
5041510,X
5041511,X
5041517,X
5041519,0
5041522,5
5041524,C
5041532,C
5041533,C
5041534,C
5041536,C
5041538,C
5041539,0
5041540,0
5041541,C
5041542,0
5041543,C
5041544,C
5041545,C
5041547,C
5041549,0
5041550,C
5041553,C
5041557,C
5041558,C
5041559,C
5041560,C
5041561,X
5041562,C
5041568,0
5041570,X
5041571,X
5041572,X
5041573,X
5041574,X
5041581,C
5041582,X
5041583,C
5041602,C
5041605,X
5041606,C
5041607,X
5041608,X
5041610,C
5041611,C
5041618,X
5041623,X
5041624,X
5041625,X
5041627,X
5041629,C
5041632,C
5041633,C
5041634,C
5041635,0
5041637,C
5041639,0
5041640,C
5041643,0
5041648,0
5041649,0
5041650,C
5041653,X
5041654,C
5041662,0
5041664,C
5041665,C
5041672,C
5041674,1
5041675,C
5041676,C
5041679,X
5041680,X
5041682,X
5041689,X
5041690,X
5041692,0
5041693,0
5041697,C
5041699,0
5041703,C
5041704,0
5041708,X
5041709,C
5041712,C
5041713,C
5041714,C
5041715,C
5041716,X
5041717,C
5041718,C
5041723,C
5041724,C
5041725,X
5041726,C
5041728,C
5041733,0
5041736,C
5041737,C
5041738,C
5041739,C
5041740,C
5041741,C
5041742,C
5041750,X
5041755,C
5041762,0
5041764,0
5041766,0
5041767,0
5041769,X
5041775,C
5041776,C
5041777,X
5041778,C
5041780,C
5041781,0
5041786,X
5041787,X
5041789,0
5041790,0
5041791,C
5041792,C
5041797,X
5041798,X
5041799,C
5041806,C
5041809,C
5041810,C
5041811,X
5041812,X
5041813,C
5041815,C
5041816,0
5041817,0
5041820,0
5041825,C
5041826,C
5041827,X
5041828,0
5041830,C
5041831,X
5041832,C
5041833,X
5041838,C
5041840,C
5041842,C
5041844,C
5041846,C
5041848,C
5041849,X
5041851,C
5041852,0
5041853,C
5041855,0
5041857,X
5041858,C
5041864,X
5041865,0
5041866,C
5041868,0
5041869,0
5041874,0
5041875,0
5041880,X
5041882,X
5041883,C
5041884,C
5041885,C
5041886,X
5041896,0
5041899,C
5041903,0
5041904,X
5041906,0
5041907,X
5041909,X
5041911,X
5041912,C
5041915,C
5041916,C
5041917,X
5041918,X
5041919,0
5041920,0
5041922,X
5041924,0
5041925,0
5041927,0
5041929,0
5041934,X
5041936,X
5041938,X
5041940,X
5041941,C
5041947,C
5041948,C
5041949,C
5041950,C
5041952,0
5041953,0
5041954,0
5041955,C
5041958,0
5041959,C
5041960,X
5041961,0
5041962,C
5041963,X
5041964,0
5041967,C
5041968,C
5041969,X
5041971,C
5041972,C
5041973,C
5041979,C
5041980,C
5041981,C
5041982,C
5041983,C
5041984,C
5041986,X
5041989,C
5041991,0
5041994,C
5041996,X
5042008,C
5042016,C
5042018,C
5042020,X
5042021,X
5042022,0
5042024,C
5042026,0
5042028,C
5042031,X
5042032,0
5042033,0
5042037,X
5042038,0
5042040,X
5042043,C
5042045,C
5042046,0
5042047,C
5042052,X
5042059,X
5042060,0
5042062,C
5042065,C
5042067,C
5042068,C
5042069,X
5042073,C
5042074,C
5042075,C
5042076,0
5042077,0
5042081,0
5042082,C
5042084,C
5042087,C
5042090,0
5042091,C
5042095,X
5042097,C
5042098,C
5042099,C
5042100,C
5042105,C
5042107,C
5042108,C
5042112,0
5042113,0
5042114,C
5042116,C
5042117,C
5042122,C
5042124,C
5042129,C
5042130,C
5042136,C
5042137,0
5042138,C
5042140,0
5042142,X
5042143,C
5042145,C
5042146,C
5042147,C
5042149,X
5042150,0
5042153,0
5042154,0
5042156,0
5042159,X
5042162,X
5042163,X
5042164,X
5042184,X
5042186,X
5042190,C
5042192,C
5042193,C
5042195,C
5042196,C
5042197,C
5042198,0
5042199,0
5042207,C
5042211,C
5042212,X
5042213,0
5042214,C
5042215,C
5042216,0
5042217,0
5042218,0
5042219,C
5042220,C
5042221,X
5042224,C
5042226,X
5042227,0
5042233,C
5042234,X
5042235,X
5042236,C
5042238,0
5042239,C
5042240,0
5042242,0
5042243,C
5042244,0
5042245,0
5042246,0
5042247,C
5042248,0
5042249,C
5042251,C
5042252,0
5042253,C
5042254,C
5042255,C
5042256,0
5042257,0
5042258,0
5042259,C
5042260,0
5042266,0
5042268,C
5042269,C
5042270,0
5042272,0
5042273,X
5042274,0
5042276,C
5042277,0
5042281,0
5042282,0
5042284,C
5042285,X
5042286,X
5042289,0
5042290,X
5042293,1
5042296,C
5042297,C
5042300,C
5042302,0
5042304,C
5042305,C
5042306,C
5042307,0
5042308,C
5042309,C
5042310,C
5042314,X
