ID,STATUS
5003582,X
5003583,X
5003584,0
5003587,C
5003588,X
5003589,X
5003591,0
5003597,C
5003598,0
5003599,X
5003600,C
5003601,C
5003602,C
5003605,0
5003606,C
5003607,X
5003608,0
5003609,C
5003610,C
5003611,C
5003612,X
5003613,X
5003616,C
5003620,C
5003621,C
5003622,C
5003623,C
5003624,C
5003627,C
5003628,X
5003629,C
5003630,0
5003631,0
5003632,1
5003633,C
5003634,C
5003635,C
5003640,0
5003642,X
5003643,C
5003645,C
5003646,0
5003647,X
5003648,X
5003649,0
5003651,C
5003652,C
5003659,C
5003660,X
5003661,0
5003662,0
5003663,C
5003665,0
5003666,0
5003667,0
5003670,0
5003671,C
5003673,C
5003674,X
5003677,X
5003678,C
5003679,C
5003683,X
5003684,C
5003685,C
5003686,C
5003687,C
5003688,C
5003689,C
5003690,C
5003691,C
5003698,C
5003701,C
5003702,C
5003703,C
5003704,0
5003705,0
5003706,0
5003709,C
5003710,X
5003711,0
5003712,C
5003713,C
5003714,C
5003715,C
5003716,X
5003717,X
5003718,C
5003719,C
5003720,0
5003721,C
5003725,C
5003726,C
5003727,X
5003728,X
5003729,X
5003733,X
5003734,C
5003736,0
5003738,X
5003739,C
5003740,X
5003741,X
5003742,0
5003743,0
5003744,C
5003745,C
5003746,C
5003747,X
5003748,X
5003749,X
5003750,X
5003751,X
5003756,X
5003757,X
5003758,X
5003759,C
5003760,C
5003761,X
5003762,C
5003763,0
5003764,0
5003765,X
5003766,C
5003767,X
5003768,0
5003769,X
5003770,0
5003771,C
5003772,C
5003774,C
5003775,C
5003776,X
5003777,X
5003778,0
5003779,C
5003780,C
5003781,C
5003782,C
5003783,C
5003784,X
5003785,X
5003786,0
5003787,0
5003791,C
5003792,C
5003793,C
5003794,X
5003795,C
5003796,C
5003797,C
5003798,C
5003802,C
5003803,C
5003804,C
5003806,C
5003807,C
5003808,C
5003809,C
5003810,X
5003811,X
5003812,C
5003813,0
5003814,C
5003821,C
5003822,X
5003823,X
5003824,X
5003825,C
5003826,C
5003827,X
5003828,X
5003829,C
5003830,C
5003831,X
5003836,0
5003837,0
5003838,X
5003839,0
5003840,C
5003841,X
5003842,C
5003843,X
5003844,X
5003846,X
5003847,X
5003848,C
5003849,C
5003852,0
5003853,X
5003854,0
5003855,C
5003856,C
5003857,C
5003860,X
5003861,X
5003862,X
5003863,X
5003865,C
5003866,C
5003867,C
5003868,C
5003870,0
5003871,0
5003872,C
5003873,0
5003874,C
5003875,0
5003876,C
5003880,X
5003881,0
5003882,0
5003885,X
5003886,X
5003887,0
5003888,C
5003889,C
5003890,C
5003892,C
5003893,C
5003895,C
5003897,C
5003898,X
5003900,C
5003901,0
5003902,X
5003905,0
5003906,1
5003907,C
5003912,0
5003913,0
5003914,C
5003915,X
5003916,X
5003917,C
5003918,C
5003919,C
5003920,C
5003921,C
5003922,C
5003924,X
5003925,X
5003927,C
5003928,X
5003929,C
5003930,C
5003932,X
5003933,X
5003934,X
5003935,X
5003936,X
5003937,X
5003939,C
5003941,X
5003942,C
5003944,C
5003947,C
5003948,C
5003949,C
5003950,C
5003951,0
5003952,0
5003953,0
5003954,0
5003955,0
5003956,0
5003957,0
5003960,0
5003961,X
5003962,C
5003963,C
5003964,0
5003965,X
5003966,0
5003967,X
5003968,C
5003969,C
5003970,C
5003972,0
5003973,0
5003975,C
5003976,X
5003977,C
5003978,C
5003979,X
5003980,X
5003981,C
5003982,C
5003983,0
5003984,C
5003985,C
5003986,C
5003987,C
5003988,C
5003989,X
5003990,0
5003991,C
5003992,C
5003993,C
5003994,0
5003995,0
5003996,C
5003997,C
5003998,X
5003999,C
5004001,X
5004004,C
5004005,X
5004007,0
5004008,C
5004009,C
5004012,C
5004013,C
5004014,C
5004015,0
5004016,X
5004017,C
5004018,C
5004019,C
5004020,X
5004021,1
5004022,0
5004023,C
5004024,C
5004025,C
5004026,X
5004028,0
5004029,X
5004030,C
5004031,C
5004032,C
5004033,0
5004034,0
5004036,0
5004037,C
5004041,X
5004042,C
5004043,X
5004044,X
5004045,X
5004046,C
5004047,X
5004048,C
5004052,X
5004054,C
5004055,0
5004056,X
5004057,X
5004058,X
5004063,X
5004065,C
5004066,C
5004067,0
5004068,C
5004071,C
5004072,C
5004075,C
5004076,C
5004077,C
5004081,X
5004082,0
5004083,0
5004084,X
5004085,X
5004086,C
5004087,X
5004089,C
5004090,C
5004091,0
5004092,X
5004093,X
5004094,X
5004095,0
5004096,0
5004097,0
5004099,0
5004101,C
5004102,X
5004104,0
5004105,0
5004106,C
5004107,C
5004108,C
5004109,C
5004111,C
5004113,C
5004114,C
5004115,C
5004116,X
5004117,X
5004118,X
5004122,C
5004123,C
5004124,0
5004125,C
5004126,0
5004127,C
5004128,C
5004129,C
5004130,0
5004131,0
5004132,C
5004133,C
5004134,X
5004135,X
5004136,X
5004137,X
5004138,C
5004140,C
5004141,C
5004145,X
5004147,C
5004149,C
5004151,0
5004152,X
5004153,0
5004155,C
5004156,X
5004157,X
5004158,C
5004159,C
5004169,C
5004170,0
5004171,0
5004173,X
5004174,C
5004175,C
5004176,C
5004177,C
5004178,X
5004179,0
5004180,C
5004181,C
5004182,0
5004183,C
5004184,0
5004185,0
5004186,0
5004187,C
5004191,X
5004193,C
5004194,C
5004195,0
5004196,X
5004197,C
5004201,X
5004202,0
5004203,0
5004206,X
5004207,X
5004208,X
5004209,X
5004211,C
5004212,C
5004213,C
5004214,C
5004215,0
5004217,C
5004218,C
5004219,C
5004220,C
5004221,X
5004222,0
5004223,C
5004224,C
5004225,C
5004227,C
5004228,C
5004229,0
5004230,0
5004231,C
5004232,C
5004233,X
5004234,X
5004235,X
5004236,X
5004237,0
5004238,C
5004239,X
5004240,C
5004241,X
5004244,C
5004248,C
5004249,C
5004250,X
5004251,X
5004252,0
5004254,C
5004255,C
5004256,X
5004257,C
5004258,0
5004259,C
5004261,C
5004262,C
5004263,C
5004264,C
5004265,0
5004266,0
5004267,X
5004269,0
5004270,0
5004273,X
5004274,C
5004275,C
5004278,C
5004279,C
5004282,X
5004283,C
5004284,C
5004285,C
5004286,C
5004287,C
5004288,X
5004289,C
5004290,C
5004291,0
5004292,0
5004293,C
5004294,X
5004304,0
5004306,C
5004307,0
5004311,X
5004313,C
5004314,C
5004315,0
5004320,C
5004329,C
5004330,C
5004331,C
5004333,X
5004334,0
5004335,X
5004337,C
5004338,0
5004339,C
5004340,C
5004342,C
5004343,C
5004344,X
5004345,X
5004346,X
5004347,X
5004348,X
5004349,X
5004350,X
5004351,X
5004352,0
5004353,C
5004355,X
5004356,X
5004357,X
5004358,X
5004359,X
5004360,X
5004361,X
5004362,C
5004363,X
5004364,C
5004365,X
5004366,X
5004367,X
5004368,X
5004369,0
5004370,0
5004371,X
5004372,C
5004373,C
5004374,C
5004375,C
5004376,C
5004377,C
5004378,C
5004379,C
5004380,X
5004381,0
5004382,X
5004383,X
5004384,X
5004385,C
5004386,C
5004387,0
5004388,X
5004389,X
5004392,C
5004393,0
5004394,X
5004395,X
5004396,C
5004397,C
5004398,C
5004399,C
5004400,C
5004401,C
5004402,C
5004403,X
5004404,C
5004405,0
5004406,C
5004407,0
5004408,C
5004409,C
5004410,C
5004411,C
5004412,C
5004413,C
5004414,C
5004415,C
5004417,C
5004419,X
5004420,C
5004421,X
5004422,X
5004423,C
5004424,0
5004425,C
5004426,C
5004427,C
5004428,X
5004429,X
5004430,0
5004431,C
5004432,C
5004433,C
5004434,C
5004435,0
5004436,0
5004437,C
5004438,0
5004439,X
5004440,0
5004441,C
5004442,C
5004444,0
5004445,0
5004446,X
5004447,X
5004448,C
5004449,C
5004450,X
5004451,X
5004452,0
5004453,0
5004454,C
5004455,C
5004456,C
5004457,C
5004458,C
5004460,C
5004462,C
5004463,X
5004464,X
5004465,C
5004468,C
5004469,C
5004470,0
5004472,C
5004474,X
5004475,C
5004478,0
5004482,C
5004483,C
5004484,X
5004486,C
5004487,C
5004488,C
5004489,0
5004490,C
5004491,C
5004492,C
5004493,C
5004494,0
5004495,C
5004497,C
5004498,C
5004500,C
5004501,X
5004502,0
5004504,0
5004505,C
5004506,0
5004507,0
5004509,C
5004510,C
5004511,0
5004512,C
5004513,C
5004514,C
5004515,X
5004516,C
5004517,C
5004518,X
5004519,0
5004520,C
5004524,X
5004526,X
5004527,X
5004530,C
5004531,C
5004532,X
5004533,C
5004535,X
5004536,C
5004542,0
5004544,C
5004545,C
5004546,X
5004547,C
5004548,0
5004549,C
5004550,C
5004551,C
5004552,C
5004553,0
5004554,C
5004555,C
5004557,C
5004558,C
5004559,C
5004560,X
5004561,X
5004562,C
5004563,C
5004564,C
5004565,C
5004566,C
5004567,C
5004568,0
5004569,C
5004570,C
5004571,0
5004572,X
5004573,X
5004574,C
5004575,C
5004576,X
5004578,0
5004579,C
5004580,C
5004581,0
5004582,0
5004583,C
5004584,C
5004585,C
5004586,C
5004587,C
5004588,X
5004589,C
5004590,X
5004591,C
5004592,C
5004593,C
5004595,X
5004599,X
5004601,C
5004602,C
5004603,0
5004604,X
5004606,X
5004608,C
5004609,C
5004610,0
5004611,0
5004612,C
5004613,C
5004614,X
5004615,X
5004616,C
5004617,0
5004618,C
5004620,X
5004621,C
5004623,0
5004624,C
5004625,C
5004629,C
5004631,0
5004633,C
5004634,C
5004635,C
5004637,X
5004638,X
5004639,C
5004640,0
5004641,X
5004642,X
5004643,0
5004644,0
5004645,0
5004646,X
5004647,C
5004648,C
5004649,X
5004650,C
5004651,X
5004652,0
5004653,0
5004655,C
5004657,C
5004658,C
5004659,X
5004660,0
5004661,C
5004662,C
5004663,C
5004664,C
5004666,C
5004668,C
5004669,C
5004670,C
5004671,X
5004672,C
5004673,C
5004674,C
5004675,C
5004677,C
5004678,C
5004679,C
5004680,0
5004682,X
5004683,X
5004684,X
5004685,0
5004688,C
5004689,0
5004690,0
5004691,X
5004692,X
5004693,0
5004694,0
5004700,C
5004704,0
5004705,0
5004706,X
5004707,C
5004708,0
5004709,C
5004710,C
5004711,C
5004712,C
5004713,C
5004714,C
5004717,X
5004720,0
5004722,X
5004723,C
5004724,C
5004726,0
5004727,C
5004728,C
5004733,C
5004735,C
5004736,X
5004737,0
5004738,C
5004739,C
5004741,C
5004742,X
5004743,C
5004744,C
5004745,C
5004746,X
5004748,X
5004751,0
5004752,C
5004754,0
5004755,C
5004756,0
5004757,0
5004759,X
5004764,C
5004765,C
5004766,C
5004767,C
5004768,0
5004772,C
5004773,C
5004774,C
5004775,C
5004776,C
5004777,C
5004778,C
5004780,C
5004781,0
5004782,C
5004783,C
5004784,C
5004785,C
5004786,X
5004787,X
5004789,X
5004790,0
5004791,C
5004793,X
5004794,C
5004802,C
5004803,C
5004804,X
5004805,X
5004806,C
5004807,X
5004808,C
5004810,C
5004813,X
5004814,X
5004815,X
5004816,X
5004817,X
5004820,C
5004821,C
5004823,C
5004828,C
5004829,X
5004836,X
5004837,C
5004838,C
5004844,0
5004847,X
5004848,C
